58,0,32.8716,0,-0.002146,1.9e-05,-0.967906,23.25565,47.72995,19.96995,74.41025,50.531,61.3785,4,5
58,0,2.96005,1,-0.003927,-0.001762,-7.09792,21.7267,46.82295,17.2903,72.81875,48.54295,59.1535,4,7
39,0,12.7812,0,0.022662,-2e-06,0.763778,24.0564,48.43045,19.56325,73.15075,51.3965,61.486,5,1
30,1,46.3288,0,-22.411464,-0.028708,-4.91025,20.8182,52.89575,17.55085,73.233,41.6452,66.726,2,2
29,0,2.81504,1,0.623855,0.000777,-0.388624,21.8493,36.6421,18.09745,59.94275,51.7135,45.4739,3,6
50,0,54.605,0,-0.052687,0.058147,-3.82935,14.94125,28.1542085,14.846417,43.324,48.656333,36.0095,7,9
14,0,11.7273,0,-0.008344,-5e-06,-1.15076,20.141292,48.6035415,17.616208,69.59125,48.804583,59.8175,5,3
6,1,96.512,0,-0.011185,-0.804265,0.698158,22.82195,44.6849,19.85615,63.37775,48.3055,56.6055,2,1
55,0,36.3916,0,-22.160648,0.284162,-16.1152,20.665333,44.2918335,20.305667,67.103292,43.729167,54.3985,4,5
19,0,18.6444,0,-0.007911,0.000163,-2.41537,19.625667,54.2401665,16.187166,74.6793335,50.576917,62.769667,8,9
23,1,96.7021,0,-0.104323,1.6e-05,-0.401136,23.3243,47.92725,22.97525,70.75825,43.44995,61.794,8,1
27,0,99.3644,0,0.010973,-0.010075,14.006,18.86015,52.082275,21.953,70.787,45.3119,65.3265,1,1
23,0,93.042,0,-22.411777,-3e-06,6.18565,17.889,36.2406665,16.67775,54.3657085,53.480083,49.135333,6,9
15,1,97.9059,0,18.792571,-2e-06,-5.23685,24.29205,56.75475,23.98755,77.228,57.277,72.011,2,4
33,1,18.6712,0,-0.005092,-0.0,-8.74716,23.24425,46.852225,17.409,72.85,51.2515,59.884,8,5
24,1,82.9457,0,-6.238063,-7.7e-05,-4.13904,22.6011,50.072225,18.43645,70.9455,43.81655,65.659,5,8
18,0,1.71807,0,0.01116,3.2e-05,-1.25016,17.806083,44.0782085,13.51875,62.3238335,49.629,52.27725,1,2
18,0,0.643553,0,-2.853489,0.004655,3.36987,13.204084,30.186083,11.450083,44.7654585,46.812667,36.459833,1,5
27,1,21.9049,0,-0.140276,-4e-06,-5.86948,20.2964,54.46125,15.4465,75.4145,47.9671,67.269,5,9
31,0,96.1922,0,22.517088,-0.104636,5.50614,20.1095,53.66575,19.2072,72.4815,61.771,67.282,1,2
24,0,13.5823,0,0.62617,7e-06,-1.16705,22.62215,48.199375,19.39145,72.6,54.3115,60.181,3,2
30,1,57.7699,0,-6.290676,6.5e-05,-29.6747,22.9816,49.345,20.2585,72.2225,47.0813,61.224,2,1
30,0,0.315236,0,-22.520078,-2e-06,-6.60822,17.268834,42.8392915,12.452917,62.9924585,49.304667,53.407083,1,5
30,1,99.0181,0,0.05265,-4e-06,-9.95378,19.53415,45.328425,19.31475,62.87525,49.3548,58.477,5,4
34,0,21.8599,0,-0.591081,-7e-06,-5.62398,23.13165,44.565775,20.3579,69.27125,47.2995,58.6105,4,3
28,0,27.9752,0,-0.104364,2.1e-05,-3.02823,19.9946,46.086275,15.4612,68.43425,50.121,58.439,1,2
20,0,46.43,0,-0.232885,-4e-06,1.88309,14.097666,41.119667,11.500833,56.297833,52.063167,48.917833,1,7
39,0,18.8229,0,-22.830181,-0.069044,-10.465,15.81935,49.845525,11.4309,68.18575,40.2136,62.4895,7,10
30,1,87.0265,0,-18.320909,-6e-06,10.506,19.2965,43.92905,19.6241,63.13425,41.7877,55.137,2,2
64,0,1.82707,0,-0.000303,0.001619,2.0219,22.299584,38.682292,21.22975,65.4776665,50.363667,49.560667,4,9
28,1,11.8667,0,-21.17962,-9e-06,-2.74762,24.960834,50.091875,16.858375,77.0316665,38.059667,64.445833,5,4
29,0,1.53212,0,1.58613,0.195604,3.6944,15.689917,34.4772085,13.670917,51.0279165,57.232583,40.402083,1,2
25,1,0.964566,0,-16.348971,3e-06,2.9324,18.82875,44.304417,14.722,66.0015415,59.725417,54.687583,1,3
66,0,12.7454,0,17.50749,-8.2e-05,2.24846,13.462583,28.1450415,12.1515,45.27075,61.310083,37.643917,4,8
37,0,93.3222,0,-0.005633,-5e-06,-0.290052,17.383417,39.039833,16.205916,57.7281665,54.771333,49.44725,4,9
40,0,8.97634,1,-1.496132,1.3e-05,11.3251,13.95325,40.110333,11.329833,56.1061665,57.995,47.36725,3,2
48,0,32.4907,1,-0.063297,5.3e-05,-21.1235,12.604,28.8952085,12.19275,42.652375,41.663083,35.925167,4,9
30,0,1.26791,0,1.73485,-0.003647,13.2939,21.039083,53.3525415,16.90425,76.4895415,40.075333,67.81875,6,7
60,0,83.7442,1,-0.001849,-0.02073,1.7181,16.847,33.0076665,16.419916,49.97925,48.887083,42.118,4,3
43,0,3.35721,0,-0.000411,-2e-06,-1.00458,20.5065,43.696125,16.488416,67.869667,53.32425,55.744583,4,2
47,0,84.1069,0,-0.03526,-0.000139,-7.69989,22.13825,47.2405835,19.868,68.9385,48.341333,59.066667,4,1
31,0,2.0013,0,-17.36634,-0.001474,0.488632,18.506667,48.3305835,14.2445,69.3118335,41.443667,59.944583,6,5
37,0,11.0886,0,-0.019622,-5e-06,-2.46011,16.353083,40.087125,13.007833,57.8583335,51.103417,48.6415,6,8
26,0,2.4775,0,22.640717,-0.150389,31.1953,14.337083,52.447792,11.11625,69.702,58.492417,63.448667,6,9
37,0,69.9408,0,-0.191683,-0.00017,2.49281,12.903334,29.073708,12.307167,42.8648335,44.640083,36.471083,3,3
40,0,0.996157,1,0.0041,0.033831,-1.90889,19.52775,37.21725,14.151084,60.4652915,63.4125,46.3685,4,8
43,0,93.3476,0,-15.848746,1.5e-05,-3.63922,17.603,42.4597915,17.309584,61.3720415,41.156083,53.413917,1,1
32,0,23.3714,0,-1.756192,-0.000234,-12.7881,17.82975,47.3472915,17.842084,67.680667,50.065917,58.382583,6,6
39,0,8.62129,1,-1.708531,-4.535882,-10.0432,24.483166,60.0744585,17.9635,86.581667,53.662083,74.46725,7,7
33,0,4.16614,0,21.645379,-0.000383,-2.58123,22.683,49.8754585,18.75425,75.69575,63.654833,64.445833,3,2
49,0,39.5294,0,0.003318,-5.6e-05,4.75607,23.03775,45.360875,19.85375,73.0851665,55.54425,59.747083,3,8
19,1,76.5015,1,-0.940027,-0.000887,-6.80232,14.7065,33.147708,12.414834,46.083375,48.40525,39.628417,3,5
35,0,8.61064,1,-5.258444,-0.000117,-1.33613,18.3715,45.808417,15.4405,65.208792,56.095,55.449833,4,3
33,0,59.5451,0,1.531454,1.7e-05,3.51331,21.527,46.9869165,18.872084,70.9209165,56.972583,59.087833,6,5
35,0,17.7065,0,-23.522572,-0.001018,-10.6422,23.11025,49.8867915,19.697,78.2215415,40.57125,64.99625,1,4
30,0,97.4776,0,-0.179789,-0.002822,-2.72355,20.874167,50.512333,19.3085,70.489167,49.607583,63.594167,1,4
16,0,98.6314,0,0.009202,-0.000211,-0.465137,23.84831,54.45,24.363744,75.5095795,51.741553,68.2,1,4
52,0,2.39925,1,0.975869,5.4e-05,10.6856,24.352,41.70375,21.006333,68.164208,57.87175,52.238083,4,3
30,0,13.2017,0,-12.385805,-6.8e-05,22.3059,20.55675,50.9677085,19.111833,73.7407915,36.579417,59.328417,3,8
63,0,54.2074,0,-21.588188,-3e-06,-9.61244,23.326417,52.331625,21.459,77.6835,48.252167,65.697333,4,5
33,0,48.193,0,-21.567431,-4e-06,-5.66829,18.0395,45.53675,16.9455,64.8679585,43.128583,55.609917,6,9
30,0,55.5129,0,-0.004447,1.3e-05,-0.847457,16.050167,43.1269585,13.844167,59.5869165,52.149417,52.74825,6,4
27,0,8.52019,0,0.390004,-2e-06,-0.563002,27.052583,53.0423335,22.981584,84.065417,46.157,70.306417,6,6
14,1,64.5645,0,-6.817685,-2e-06,-4.04771,23.175791,43.81375,20.831667,65.7825,56.929583,58.8725,2,2
21,1,4.29545,0,-22.479884,2.3e-05,-2.36042,15.182583,34.2398335,10.952083,50.2255,48.61025,41.318917,3,8
57,0,49.4466,1,0.10306,-0.034719,-1.30955,24.956417,51.49325,24.221084,76.762125,54.815417,67.421,4,3
38,0,20.7916,0,21.942751,2.2e-05,-0.222547,14.00975,30.253875,12.461584,46.160375,59.358333,37.47325,4,9
25,0,23.1304,0,-0.296667,-4.5e-05,-0.832029,18.505667,50.568625,17.391083,71.5240415,50.761333,61.387917,1,1
