58,0,32.8716,23.25565,47.72995,19.96995,74.41025,50.531,61.3785,4,5
58,0,2.96005,21.7267,46.82295,17.2903,72.81875,48.54295,59.1535,4,7
39,0,12.7812,24.0564,48.43045,19.56325,73.15075,51.3965,61.486,5,1
30,1,46.3288,20.8182,52.89575,17.55085,73.233,41.6452,66.726,2,2
29,0,2.81504,21.8493,36.6421,18.09745,59.94275,51.7135,45.4739,3,6
50,0,54.605,14.94125,28.1542085,14.846417,43.324,48.656333,36.0095,7,9
14,0,11.7273,20.141292,48.6035415,17.616208,69.59125,48.804583,59.8175,5,3
6,1,96.512,22.82195,44.6849,19.85615,63.37775,48.3055,56.6055,2,1
55,0,36.3916,20.665333,44.2918335,20.305667,67.103292,43.729167,54.3985,4,5
19,0,18.6444,19.625667,54.2401665,16.187166,74.6793335,50.576917,62.769667,8,9
23,1,96.7021,23.3243,47.92725,22.97525,70.75825,43.44995,61.794,8,1
27,0,99.3644,18.86015,52.082275,21.953,70.787,45.3119,65.3265,1,1
23,0,93.042,17.889,36.2406665,16.67775,54.3657085,53.480083,49.135333,6,9
15,1,97.9059,24.29205,56.75475,23.98755,77.228,57.277,72.011,2,4
33,1,18.6712,23.24425,46.852225,17.409,72.85,51.2515,59.884,8,5
24,1,82.9457,22.6011,50.072225,18.43645,70.9455,43.81655,65.659,5,8
18,0,1.71807,17.806083,44.0782085,13.51875,62.3238335,49.629,52.27725,1,2
18,0,0.643553,13.204084,30.186083,11.450083,44.7654585,46.812667,36.459833,1,5
27,1,21.9049,20.2964,54.46125,15.4465,75.4145,47.9671,67.269,5,9
31,0,96.1922,20.1095,53.66575,19.2072,72.4815,61.771,67.282,1,2
24,0,13.5823,22.62215,48.199375,19.39145,72.6,54.3115,60.181,3,2
30,1,57.7699,22.9816,49.345,20.2585,72.2225,47.0813,61.224,2,1
30,0,0.315236,17.268834,42.8392915,12.452917,62.9924585,49.304667,53.407083,1,5
30,1,99.0181,19.53415,45.328425,19.31475,62.87525,49.3548,58.477,5,4
34,0,21.8599,23.13165,44.565775,20.3579,69.27125,47.2995,58.6105,4,3
28,0,27.9752,19.9946,46.086275,15.4612,68.43425,50.121,58.439,1,2
20,0,46.43,14.097666,41.119667,11.500833,56.297833,52.063167,48.917833,1,7
39,0,18.8229,15.81935,49.845525,11.4309,68.18575,40.2136,62.4895,7,10
30,1,87.0265,19.2965,43.92905,19.6241,63.13425,41.7877,55.137,2,2
64,0,1.82707,22.299584,38.682292,21.22975,65.4776665,50.363667,49.560667,4,9
28,1,11.8667,24.960834,50.091875,16.858375,77.0316665,38.059667,64.445833,5,4
29,0,1.53212,15.689917,34.4772085,13.670917,51.0279165,57.232583,40.402083,1,2
25,1,0.964566,18.82875,44.304417,14.722,66.0015415,59.725417,54.687583,1,3
66,0,12.7454,13.462583,28.1450415,12.1515,45.27075,61.310083,37.643917,4,8
37,0,93.3222,17.383417,39.039833,16.205916,57.7281665,54.771333,49.44725,4,9
40,0,8.97634,13.95325,40.110333,11.329833,56.1061665,57.995,47.36725,3,2
48,0,32.4907,12.604,28.8952085,12.19275,42.652375,41.663083,35.925167,4,9
30,0,1.26791,21.039083,53.3525415,16.90425,76.4895415,40.075333,67.81875,6,7
60,0,83.7442,16.847,33.0076665,16.419916,49.97925,48.887083,42.118,4,3
43,0,3.35721,20.5065,43.696125,16.488416,67.869667,53.32425,55.744583,4,2
47,0,84.1069,22.13825,47.2405835,19.868,68.9385,48.341333,59.066667,4,1
31,0,2.0013,18.506667,48.3305835,14.2445,69.3118335,41.443667,59.944583,6,5
37,0,11.0886,16.353083,40.087125,13.007833,57.8583335,51.103417,48.6415,6,8
26,0,2.4775,14.337083,52.447792,11.11625,69.702,58.492417,63.448667,6,9
37,0,69.9408,12.903334,29.073708,12.307167,42.8648335,44.640083,36.471083,3,3
40,0,0.996157,19.52775,37.21725,14.151084,60.4652915,63.4125,46.3685,4,8
43,0,93.3476,17.603,42.4597915,17.309584,61.3720415,41.156083,53.413917,1,1
32,0,23.3714,17.82975,47.3472915,17.842084,67.680667,50.065917,58.382583,6,6
33,0,59.5451,21.527,46.9869165,18.872084,70.9209165,56.972583,59.087833,6,5
35,0,17.7065,23.11025,49.8867915,19.697,78.2215415,40.57125,64.99625,1,4
30,0,97.4776,20.874167,50.512333,19.3085,70.489167,49.607583,63.594167,1,4
16,0,98.6314,23.84831,54.45,24.363744,75.5095795,51.741553,68.2,1,4
52,0,2.39925,24.352,41.70375,21.006333,68.164208,57.87175,52.238083,4,3
30,0,13.2017,20.55675,50.9677085,19.111833,73.7407915,36.579417,59.328417,3,8
63,0,54.2074,23.326417,52.331625,21.459,77.6835,48.252167,65.697333,4,5
33,0,48.193,18.0395,45.53675,16.9455,64.8679585,43.128583,55.609917,6,9
30,0,55.5129,16.050167,43.1269585,13.844167,59.5869165,52.149417,52.74825,6,4
27,0,8.52019,27.052583,53.0423335,22.981584,84.065417,46.157,70.306417,6,6
14,1,64.5645,23.175791,43.81375,20.831667,65.7825,56.929583,58.8725,2,2
21,1,4.29545,15.182583,34.2398335,10.952083,50.2255,48.61025,41.318917,3,8
57,0,49.4466,24.956417,51.49325,24.221084,76.762125,54.815417,67.421,4,3
38,0,20.7916,14.00975,30.253875,12.461584,46.160375,59.358333,37.47325,4,9
25,0,23.1304,18.505667,50.568625,17.391083,71.5240415,50.761333,61.387917,1,1
25,1,3.28185,21.525417,38.1277085,15.6945,61.4625,54.055417,51.909083,1,2
35,0,91.9983,17.623,57.489167,18.491083,76.124,61.12125,65.22875,3,3
30,0,5.04018,21.09025,47.24475,19.417584,72.4798335,47.375667,61.095833,1,5
43,0,89.2631,13.995667,38.031625,14.203583,52.50375,64.183,45.278667,3,3
34,0,84.4885,19.056083,48.873917,18.952083,67.885125,49.6735,61.08825,4,4
30,0,2.41697,22.378333,45.9666665,17.899917,68.98375,52.439417,57.266833,1,1
30,0,1.22171,14.51925,29.8920415,10.085084,43.5407085,55.982833,35.69925,7,1
45,0,16.4309,19.515334,51.6106665,16.681917,74.88875,51.492083,64.5675,7,5
28,0,9.10865,16.904583,28.2552085,14.414333,49.476375,77.441583,40.478417,7,9
47,0,1.86707,24.715167,55.10225,21.31225,83.830542,53.715333,69.541667,4,8
28,0,2.14193,25.837,54.0155,21.627167,81.8928335,76.780833,65.237417,7,6
30,0,0.961338,17.775334,37.9490415,13.578667,58.0664585,63.87225,46.356083,7,6
24,0,3.3302,13.190834,39.866375,10.4265,54.9788335,48.8585,48.608333,7,9
46,0,4.47191,23.099083,45.7489165,17.67475,73.3145835,69.507333,61.2175,4,3
33,0,2.37075,17.9085,39.909208,15.429417,60.2028335,47.6995,50.449083,6,5
31,0,8.51781,18.8365,35.7595,15.369667,57.8187085,43.242833,48.54325,6,8
65,0,53.3427,25.788333,46.403625,20.35325,75.269042,53.50125,59.99775,4,7
57,0,89.2384,17.578666,35.906333,16.53775,52.7567915,53.095583,46.548,4,2
23,0,77.4594,21.2148,49.574575,20.34365,68.22775,48.6159,65.245,7,5
66,0,93.1646,16.830334,38.838875,16.780334,57.8972915,58.972333,48.450583,4,3
31,0,22.399,15.65175,43.9867085,12.671333,59.6987085,43.147333,54.230333,5,5
31,1,25.7697,23.653083,52.6737915,18.0195,76.5901665,49.402083,66.038833,5,9
21,0,3.13009,13.727916,37.015958,11.503417,53.458667,56.135333,46.339833,7,5
51,0,12.3072,27.37875,35.3120835,25.076333,66.5051665,48.7035,49.170333,4,2
58,0,67.2157,12.4405,38.1230835,10.77325,53.1766665,51.853917,44.136583,4,6
50,0,2.94186,18.741667,48.9125,15.819833,72.51825,59.040333,61.234833,4,9
29,0,2.05791,16.19,38.3692915,13.925,56.923458,56.956667,48.873167,1,1
47,0,18.28,16.5795,38.128583,17.973916,58.4353335,67.307,49.10925,3,2
23,0,3.14374,22.546333,49.754917,17.094583,73.872625,51.9265,60.467333,1,8
15,1,6.96993,21.8431,52.691975,17.33295,75.12325,53.2665,67.2565,2,2
24,0,27.035,24.146667,54.9322085,19.7825,81.747083,47.753083,70.624667,1,3
40,0,4.17441,20.511,47.268708,16.542833,69.315,49.26925,57.562583,3,8
30,1,32.0532,14.152833,25.7303335,11.728417,38.987708,51.8005,31.701333,3,5
34,0,30.215,17.677833,57.23725,15.144,75.589375,51.743583,68.116,6,5
35,0,12.912,16.294917,43.1918335,12.3395,59.81175,53.562,53.783417,4,3
28,0,96.2147,15.74425,39.16975,14.519333,55.4124165,46.662417,46.849333,1,2
32,0,53.3919,23.88925,52.357,20.85375,77.742375,50.79325,67.832917,4,4
31,0,96.2264,22.337583,48.904875,22.456,71.4075,45.32225,63.941583,6,9
39,0,99.5274,21.948833,43.696375,21.26725,66.575542,48.578,58.031583,4,3
29,0,3.93058,19.5415,23.8764585,16.731,46.9699165,46.566667,37.579917,1,2
55,0,14.7841,21.980084,44.2633335,19.98225,69.3172085,76.211,55.5245,4,3
43,0,3.27116,26.200417,42.743625,22.315916,74.449208,55.917333,59.05275,6,9
35,0,56.4571,21.308334,45.95775,19.174666,70.016375,42.449083,61.300333,1,7
37,0,16.8511,21.338333,39.755125,17.632417,63.991,64.010833,51.948167,4,3
22,1,11.2553,22.13425,50.087583,17.29625,71.9781665,58.451667,64.6375,1,10
15,0,15.0861,25.971333,41.223958,21.407333,68.8479585,34.906833,56.249917,1,9
29,0,2.78515,20.499583,57.660167,16.282583,79.511125,55.016,70.323083,1,8
51,0,6.36082,22.718666,41.4353335,18.004416,68.111583,47.81225,52.63375,1,7
43,0,10.6538,24.4475,54.063708,20.465083,80.484125,57.230583,67.13875,6,5
25,0,14.8628,23.93025,49.8765835,17.189667,75.62625,60.527917,63.52725,7,5
25,0,14.8628,23.93025,49.8765835,17.189667,75.62625,60.527917,63.52725,7,5
34,1,81.612,16.414833,44.183125,17.134834,60.3625415,45.910917,54.44975,3,8
24,0,4.15732,17.273083,51.780208,13.389167,72.2989585,55.947833,63.578833,3,5
24,0,1.11103,29.664833,49.0255415,25.350166,82.448125,48.816333,68.085,3,2
37,0,7.43788,22.351666,43.9012915,19.74575,68.465,59.365,53.786333,4,8
22,1,62.4541,22.234,38.02375,20.443,58.1818335,50.342667,47.725667,1,1
23,0,1.21826,23.042584,46.787625,19.001667,72.447875,57.286833,59.784667,1,4
30,0,10.3698,20.844167,51.20825,17.1675,75.7490415,45.623083,62.942833,6,5
55,0,23.3263,14.681333,36.861667,13.049166,52.559,54.562167,45.78975,3,2
19,0,66.0933,17.35025,35.167,15.773916,52.8099585,45.874417,46.029,1,7
31,0,19.9429,14.724583,33.128958,13.702,50.292417,44.1655,41.033167,6,4
43,0,88.3327,25.181834,44.937833,27.003167,73.0170835,56.348583,58.86375,4,3
64,0,7.56054,21.437417,39.5010415,21.265167,61.110625,56.413333,48.6565,3,9
56,0,24.6007,19.425583,45.9506665,18.467583,68.405125,48.504833,58.60975,4,3
30,0,5.23905,13.83775,31.122417,10.209917,46.3845,59.649833,38.158833,3,7
54,0,11.3838,19.410166,43.933333,16.151834,64.0182915,51.928333,53.633167,4,5
21,0,31.3299,22.931416,56.440417,19.54925,80.3842085,45.961,71.556333,1,2
47,0,76.1426,21.849167,46.892417,19.798083,69.538125,50.973417,60.324083,4,8
33,0,37.3197,13.35075,39.2150415,12.223667,54.011083,52.180917,47.922333,4,4
50,0,5.46884,21.3055,51.441458,18.261416,75.550667,40.884167,61.376,3,2
37,0,88.0623,23.343417,46.8282915,21.576334,71.054,51.162833,58.93475,3,7
55,0,3.57743,25.26475,50.922375,17.871,80.045667,39.418333,62.866083,3,9
18,0,1.37355,11.602417,61.0385415,8.771917,73.274875,51.428667,66.665167,1,1
21,0,42.7377,20.148334,47.4660415,19.710416,68.286125,50.925583,59.890667,1,5
29,0,3.43218,17.90525,43.9101665,14.604334,62.736167,49.145833,53.703,1,8
16,1,96.3162,14.290084,32.218375,15.031917,45.486125,50.404917,38.916333,1,10
30,0,0.310222,17.255083,40.0950835,13.584334,58.493583,46.562833,49.719333,1,5
32,0,20.5754,22.21325,46.1147915,18.692583,69.9140835,57.378417,58.074833,1,6
30,0,11.4268,21.711334,46.9594585,16.136667,71.4177085,55.449583,61.58375,5,4
14,0,0.886037,12.975916,26.2022915,9.97825,40.8635,30.268667,31.596667,1,4
35,0,5.05358,16.38425,44.8408335,14.15175,62.7612915,47.2575,55.0245,1,4
34,0,35.4413,20.644917,39.112125,17.497167,62.236125,49.61675,51.388,3,2
16,0,7.48853,19.9895,57.060625,18.037416,80.5152915,56.18875,70.624667,5,4
46,0,3.60957,23.82225,49.9365,19.153583,77.53875,51.843917,63.25375,4,4
31,0,2.23428,20.727,50.3625415,16.700667,72.764458,48.9055,61.9445,1,6
27,0,3.72216,22.533667,48.752,19.609,77.0194585,52.455333,60.684333,3,7
19,0,19.907,19.097,50.736875,14.46525,69.033625,44.199,59.628167,1,3
29,0,23.0211,21.112666,46.5435835,18.488916,70.662417,52.0135,58.434917,6,5
58,0,94.664,22.956417,42.6458335,21.98125,70.03325,53.779417,57.133083,4,3
48,0,21.4315,25.2995,49.5444165,22.932584,76.988208,48.129917,60.90675,3,2
31,0,3.36885,23.161417,55.5085415,19.124167,79.935083,53.3085,66.643833,3,2
15,1,24.4384,27.1075,57.378333,21.560416,83.9982915,55.5955,70.025833,1,1
21,0,17.0644,11.003166,20.565375,8.441917,32.332958,39.55275,25.796083,4,9
23,0,0.933858,18.591083,45.978,16.009083,68.088958,63.5215,57.47025,1,9
30,0,59.9252,19.778666,58.465583,18.248833,79.9796665,57.108,71.060833,3,2
35,0,40.5869,20.768167,44.3685,16.617,64.353708,56.128833,56.3255,6,5
33,0,79.3517,26.043167,51.907,24.598333,76.450125,49.843583,62.498833,3,3
33,0,26.9954,20.092833,44.857375,18.140083,67.7182085,53.66675,56.29325,3,3
29,0,90.549,19.91075,53.2479585,19.247584,73.809333,44.900833,65.216833,1,2
37,0,21.483,20.116083,44.0790835,15.542084,66.296208,50.50325,55.647083,4,8
34,0,26.4544,14.711667,45.168167,13.412583,61.74375,47.999,54.213833,4,8
26,0,16.9485,21.304167,49.4819165,15.497333,70.637542,45.87625,63.210333,6,5
35,0,19.6027,22.51,47.1457085,20.672167,71.6109165,55.697417,58.529,3,2
55,0,10.9082,20.294083,30.8392915,14.776167,53.4339165,62.94425,40.844167,4,8
28,0,59.4396,18.923833,48.3858335,18.837167,68.4958335,56.006333,57.565417,1,1
17,0,22.7434,23.638166,57.616875,18.819166,84.195833,58.535667,73.32775,1,10
35,0,97.1968,10.806667,26.095375,11.849166,36.4480835,54.155583,31.553083,1,5
38,0,20.2189,26.015,56.371417,22.4465,86.3791665,52.650333,73.876167,4,2
63,0,77.5444,25.422917,46.151417,25.582333,74.0996665,49.54825,60.612167,4,4
32,0,35.0739,20.086333,46.5252915,17.78475,68.47575,62.847833,56.39175,6,4
16,0,29.5151,19.639834,47.71925,18.024,68.4704585,47.05825,58.209583,3,2
45,0,65.5267,20.656917,45.138542,19.051584,69.80625,44.756667,56.739333,4,3
25,0,24.2413,20.871583,53.52375,17.66575,75.889875,54.206667,65.452,1,1
23,1,19.646,22.656583,53.3614585,19.111584,77.3047915,51.54775,66.905167,1,6
